,linkshere
217,Wikipedia:Articles for deletion/Log/2006 May 19
218,Wikipedia:Articles for deletion/De dust
219,Game replay
220,Counter Strike
221,Half-Life 2: Episode Two
222,Talk:Counter-Strike/Archive 1
223,From Detroit to J.A.
224,User:Tmsn
225,Gameplanet
226,Stuart Holden
227,Team NoA
228,User:Crazycomputers/VandalismLog
229,User:Zerwell
230,Mobile Forces
231,User:Parrot Fish
232,User:DeathRattle101
233,Wikipedia:Articles for deletion/Log/2006 June 12
234,Wikipedia:Articles for deletion/Pubnoob
235,Wikipedia:Articles for deletion/Log/2006 June 13
236,Wikipedia:Articles for deletion/No more room in hell
237,User:Executionist
238,Cstrike
239,Wikipedia:Articles for creation/2006-06-29
240,Wikipedia:Articles for deletion/Log/2006 June 28
241,Wikipedia:Articles for deletion/De chateau
242,Talk:MechWarrior 4: Mercenaries
243,Wikipedia:Articles for deletion/Log/2006 July 3
244,Talk:CT
245,Wikipedia:Articles for deletion/Halo The Conqurors
246,Wikipedia talk:Articles for deletion/Command & Conquer Red Alert Infantry
247,Wikipedia:Articles for deletion/Log/2006 July 10
248,Wikipedia:Articles for deletion/Counter-Strike maps
249,Talk:Half-Life 2: Episode One/Archive 1
250,Portal (video game)
251,Bet On Soldier: Blood Sport
252,Wikipedia:Articles for creation/2006-07-16
253,Wikipedia:Articles for deletion/Log/2006 July 17
254,Wikipedia:Articles for deletion/Surfing (Counter-Strike)
255,User talk:Fish and karate/Archive 8
256,Wikipedia:Articles for deletion/Individual Counter-Strike maps
257,Wikipedia:Articles for deletion/Counter-Strike equipment
258,Wikipedia:Articles for deletion/Log/2006 July 18
259,Wikipedia:Articles for deletion/Counter-Strike Spray
260,Wikipedia:Articles for deletion/Daniel Kim (artist)
261,User talk:Jwalter~enwiki
262,Devastation (video game)
263,User:Lee Gregz
264,Wikipedia:Articles for deletion/Log/2006 July 26
265,Wikipedia:Articles for deletion/Custom Counter-Strike maps
266,User talk:74.134.107.228
267,User:Kris Classic
268,Wikipedia:Articles for deletion/Log/2006 August 2
269,Wikipedia:Articles for deletion/Emil Christensen (2nd nomination)
270,Games Convention
271,User:Lkjhgfdsa/Wikipedian Gamebox
272,World League eSport Bundesliga
273,Newegg
274,User talk:Counterstriker~enwiki
275,Talk:Stuart Holden
276,Wikipedia talk:WikiProject Video games/Archive 14
277,Half-Life (series)
278,Jay Pinkerton
279,Talk:Day of Defeat maps
280,User talk:Lemay2494
281,Kerberos saga
282,User:Zana Dark/wikiPOP
283,Wikipedia:Reference desk/Archives/Humanities/2006 September 17
284,Wikipedia:Articles for deletion/Log/2006 September 25
285,User:Mobus
286,Wikipedia:Articles for deletion/Eve of the Apocalypse (2nd nomination)
287,Good Game (TV program)
288,Wikipedia:Articles for deletion/Log/2006 September 28
289,Wikipedia:Articles for deletion/Project Reality (Mod)
290,Wikipedia:Articles for deletion/Log/2006 October 1
291,Wikipedia:Articles for deletion/Firearms (computer game) (2nd nomination)
292,Wikipedia talk:Manual of Style/Writing about fiction/Archive 3
293,User talk:ZaC
294,Talk:Deus Ex (video game)/Archive 4
295,User talk:Rawr1337
296,Wikipedia:Articles for deletion/Log/2006 October 22
297,Wikipedia:Articles for deletion/Cheating in Counter-Strike
298,Wikipedia:Articles for deletion/Log/2006 October 24
299,User talk:Conpron
300,Wikipedia:Articles for deletion/Empires
301,User:Gorgalore
302,Khottabych
303,Wikipedia:Articles for deletion/Log/2006 October 29
304,Wikipedia:Articles for deletion/Front Line Force
305,User:Trix access
306,EFGaming
307,User:ZS/Attic
308,Wikipedia:Today's featured article/January 2007
309,"Wikipedia:Today's featured article/January 11, 2007"
310,User talk:Fragbase
311,User talk:Jockescabb
312,Left 4 Dead
313,Template talk:Age of Empires series
314,Wikipedia:Articles for deletion/Log/2006 November 24
315,Wikipedia:Articles for deletion/StarCraft Diplomacy
316,User:Marco Alfarrobinha
317,User:Litanss
318,User:Aznstudentdoctorthing
319,List of Source mods
320,List of GoldSrc mods
321,Video games in Germany
322,User talk:Brandon/Archive 1
323,Talk:List of GoldSrc mods
324,User:Slicedoranges/sandbox
325,User talk:Jmandrews0
326,AssaultCube
327,User talk:74.132.60.65
328,The Crossing (video game)
329,User:The freddinator
330,Paul Chaloner
331,Wikipedia:Articles for deletion/Log/2007 January 4
332,Wikipedia:Articles for deletion/Counter-strike 1.5 on WON2
333,User:MyTemple/Userboxes
334,2005 Cyberathlete Professional League World Tour
335,List of Cyberathlete Professional League champions
336,World Series of Video Games
337,User:Mwarhead/sandbox
338,Wikipedia:WikiProject Video games/Esports
339,Wikipedia:WikiProject Video games/Esports/To do
340,Fnatic
341,User talk:SalamanderKC
342,Talk:Super Smash Bros. Melee/Archive 3
343,User:RyJones/VandalismLog
344,User:Deathtrap3000
345,User:Ambrosia-
346,User:Djith/WiP3
347,Software remastering
348,2006 Cyberathlete Professional League World Season
349,Incident (festival)
350,User talk:Ukthar
351,User talk:85.210.187.129
352,User talk:74.99.186.14
353,User talk:Yctaabpjic
354,2000s in video games
355,Alternate aTTaX
356,User:Tomfoolery/counterstrike
357,User:Robert Ham
358,User talk:Mcnet explorer
359,User talk:74.96.19.66
360,User talk:Miked777
361,User talk:Norborb
362,User:Sciss0rz/Games
363,User talk:Vermilinguesw1957
364,User:Tomfoolery/sandbox
365,User talk:72.179.191.185
366,Linux gaming
367,User talk:195.23.115.152
368,User:Tkd 2000
369,User talk:TheFamilyJoels
370,User talk:81.3.90.68
371,Wikipedia:Articles for deletion/Log/2007 March 20
372,Wikipedia:Articles for deletion/Seafood Network
373,List of Arizona State University alumni
374,User:Tmonkey07
375,User:Omegacommand/sandbox
376,User:Nox13last/Sandbox
377,User:Pvd21
378,User:Zyonig
379,User:Cyborgcommando0
380,User:Bmbreapercharlie
381,Wikipedia:Articles for deletion/Log/2007 April 11
382,Nikos Gounaris
383,Wikipedia:Articles for deletion/Counter-Strike weapons & equipment
384,Wikipedia:Articles for deletion/Log/2007 April 13
385,Wikipedia:Articles for deletion/Counter-Strike maps (2nd nomination)
386,Wikipedia:Articles for deletion/Log/2007 April 14
387,Wikipedia:Articles for deletion/Counter-Strike culture
388,Media coverage of the Virginia Tech shooting
389,User:MastaGunZ
390,Wikipedia:Articles for deletion/Log/2007 April 22
391,Wikipedia:Articles for deletion/Pubnub
392,Wikipedia:Articles for creation/2007-04-23
393,User:The Duke of Waltham/User page
394,List of best-selling video game franchises
395,User talk:84.142.89.45
396,User talk:Keith2154
397,User:Pvd21/userboxes
398,User:Empathia
399,Talk:Steam (service)/Archive 1
400,User talk:76.0.27.254
401,User talk:Anynobody/Archives/2007/May
402,User:Allweareisair
403,User:Ancientanubis/Sandbox 2
404,Talk:Dynamic game difficulty balancing
405,Wikipedia:WikiProject Video games/Reference library/Game Informer
406,Wikipedia:WikiProject Video games/Reference library/GamePro
407,Wikipedia:WikiProject Video games/Reference library/Official Xbox Magazine
408,User talk:64.251.52.54
409,Championship Gaming Series
410,User:Zikro
411,List of Virginia Tech alumni
412,User:Chinese3126/boxes
413,User:Horigan
414,Dignitas (esports)
415,Zhengtu
416,The Orange Box
417,User:Pramodmudrakarta
418,User:Ashwinlr
419,User:Pzhukke
420,"Wikipedia:WikiProject Spam/COIReports/2007, Jun 23"
421,User:NaotoATG
422,User:Beacon515L
423,User:Brennerdlinger
424,User:Mr. Killigan
425,User talk:Klipringer
426,Wikipedia:WikiProject Military history/Assessment/Drive/12
427,User:JordanGekko
428,Wikipedia:Articles for deletion/Log/2007 July 15
429,User:Tigerghost/Sandbox
430,Wikipedia:Articles for deletion/Chess strategy
431,User talk:77.98.218.101
432,Wikipedia:WikiProject Spam/LinkReports/web.archive.org
433,User:Ownage2214
434,User talk:Tahakirmani
435,User talk:79.73.194.222
436,Talk:First-person shooter/Archive 1
437,Counter-Strike Online
438,Fragapalooza
439,User:Kelvinpham
440,MOUZ
441,User talk:76.196.57.209
442,User:Kb1ibh
443,User:Tomfoolery/ubx
444,User:Humayun me
445,Talk:Diablo II/Archive 1
446,Wikipedia talk:Notability (fiction)/Archive 4
447,User talk:N1K23
448,Talk:Virtual Pool 3
449,User talk:Jvielmas
450,User talk:Dsafgdafef
451,User talk:124.170.20.228
452,User talk:Jspgameboy
453,User:Placi1982
454,User talk:71.29.76.7
455,User talk:83.173.176.126
456,User talk:Bman151
457,User talk:81.107.46.40
458,User:Fadhil2007
459,Wikipedia:Articles for deletion/Log/2007 October 10
460,Wikipedia:Articles for deletion/Team killer
461,World Cyber Games 2007
462,ToD
463,Wikipedia talk:WikiProject Video games/Archive 32
464,User:Aquascape
465,Wikipedia:Reference desk/Archives/Computing/2007 October 16
466,User talk:Sammygsammyg
467,User talk:Kyoko/Archive16
468,Talk:Steam (service)/Archive 2
469,User talk:Tom Edwards/archives/2007-11-05
470,User:Kabil
471,User talk:72.172.204.170
472,User:Balthazar/Userboxes
473,Counter-Striker
474,User:CUDub/Sandbox
475,Wikipedia:Articles for deletion/Tactical realism
476,User:Kushal one/Newegg
477,Talk:Steam (service)/Archive 3
478,User talk:Hughhughton
479,Talk:America's Army/Archive 6
480,Talk:America's Army/Archive 7
481,Talk:America's Army/Archive 10
482,Talk:America's Army/Archive 11
483,Wikipedia:Articles for deletion/Log/2007 December 16
484,User talk:76.226.157.111
485,Challenge ProMode Arena
486,Talk:Pwn/Archive 1
487,User talk:207.172.77.10
488,User talk:172.189.154.161
489,User:UzEE/Userbox
490,Wikipedia talk:WikiProject Video games/Archive 35
491,User talk:72.178.117.57
492,User talk:85.94.109.26
493,User talk:83.108.96.206
494,Wikipedia:Articles for deletion/Log/2008 January 14
495,User talk:98.206.98.153
496,Wikipedia:Articles for deletion/Bosnian Mujahideen
497,User talk:87.82.6.88
498,Wikipedia:Articles for deletion/Log/2008 February 2
499,Wikipedia:Articles for deletion/Super Street Fighter II Turbo HD Remix
500,Wikipedia:WikiProject Spam/LinkReports/i29.tinypic.com
501,"Wikipedia:WikiProject Spam/COIReports/2008, Feb 6"
502,User talk:Cdmajava
503,Portal 2
504,User talk:74.235.201.43
505,Wikipedia:WikiProject Video games/Cleanup/Automated
506,User talk:Ryder26
507,Manhunt (video game series)
508,User talk:Lolugoron
509,Talk:Northern Illinois University shooting/Archive 2
510,World Cyber Games 2008
511,User talk:60.234.118.23
512,Gunjan Bagla
513,Talk:Newbie/Archive 2
514,Wikipedia talk:Featured article candidates/archive27
515,User talk:Scorpiam2816
516,User talk:124.180.199.10
517,User talk:Psg1nerd
518,User talk:201.229.143.222
519,User talk:190.0.64.68
520,User:Carl Francis/Sandbox
521,User:Quintessence Schism/Sandbox
522,Ronald Kim
523,Wikipedia:WikiProject Video games/Valve/to do
524,Wikipedia talk:WikiProject Video games/Archive Valve
525,Wikipedia talk:WikiProject Video games/Valve/to do
526,Combat Arms
527,User:Tinkleheimer/Archive2
528,User:UXuf
529,User:JohnnyMrNinja/vgproj1
530,Talk:Counter-Strike: Source/Archive 1
531,User:Crazed Geek/Comparison of Steamworks-compatible games
532,Talk:Video game controversy/World
533,List of appearances of Monument Valley in the media
534,Garry's Mod
535,SporTV
536,User:Veeboy
537,User:Newwikiprofile001
538,Fangame
539,User:Z3rw3ll
540,Talk:Spore (2008 video game)/Archive 14
541,User:SelectionBot/0.7/V-3
542,Wikipedia:WikiProject Video games/Wikipedia 0.7 workshop
543,Wikipedia talk:Manual of Style/Video games/Archive 1
544,User talk:Marianolu
545,User:Vadimvadim
546,User:AlecTrevelyan402
547,Wikipedia:Templates for deletion/Log/2008 November 17
548,Wikipedia:Database reports/Articles containing red-linked files/2
549,Wikipedia talk:WikiProject Video games/Archive index
550,User:Thefakers
551,User:Tok3ninja
552,Jax Money Crew
553,User talk:Indubitably/Archive 45
554,Wikipedia talk:Flagged revisions/Trial/5
555,Wikipedia talk:Flagged revisions/Trial/Archive 3
556,User talk:216.229.76.107
557,Wikipedia:0.7/0.7index/Video games
558,List of Valve games
559,United Kingdom eSports Association
560,Display lag
561,Border Break
562,Made in Brazil (esports)
563,User:Maggy Tito
564,User:Nifky?/userboxes
565,Video games in Brazil
566,Winnenden school shooting
567,Talk:Winnenden school shooting
568,User:Chzz/fps
569,Wikipedia:0.7/0.7alpha/C5
570,Wikipedia:Articles for deletion/Log/2009 April 4
571,Wikipedia:Articles for deletion/Finnish Anti-Fascist Committee
572,List of first-person shooters
573,User:FiP/Books/Favourites
574,Red Orchestra 2: Heroes of Stalingrad
575,Kristoffer Zetterstrand
576,Wikipedia talk:WikiProject Video games/Archive 69
577,"User:Bo ""wangz"" Wang"
578,User:Dessy92
579,Censorship in Brazil
580,Left 4 Dead 2
581,Wikipedia:WikiProject Spam/LinkReports/endlessgaming.co.uk
582,Talk:Jack Thompson (activist)/Archive 14
583,User:RussBot/Similar titles report/10
584,User:Ashmrcool
585,Point Blank (2008 video game)
586,User:Amonthbefore
587,Wikipedia:WikiProject Video games/Popular pages
588,User:Balthazar/Userboxes/Counter-Strike
589,User:J.nesta/Games Completed
590,Index of Windows games (C)
591,User:2fort5r/Index of Windows games (1999)
592,Left 4 Dead (franchise)
593,NeoTokyo (video game)
594,Tactical Intervention
595,User:Lilduff90/CSI Halsnøy
596,Hengyang County
597,User:Tony Sidaway/semiprotection review
598,File:FPSChart.svg
599,User:BrightR/Sandbox
600,User talk:Ponnna
601,First-person shooter
602,User:Saroshp/articles/snippets/textbox/profile
603,User talk:OhanaUnited/Archive 16
604,Strafing (video games)
605,User:Gakon5/Valve Corporation template
606,User:Tasty monster/W
607,User:Goleh
608,Ninjas in Pyjamas
609,User:PownedThemNoobs
610,User talk:Daniel/Archive/81
611,Joe Miller (commentator)
612,Serious Gaming
613,User:Deagle AP/my userboxes
614,User:FrescoBot/WildBotlist4
615,Talk:Sid Meier's Alpha Centauri/Archive 2
616,Alien Swarm
617,Wikipedia:Pending changes/Metrics/Full table
618,Wikipedia:Pending changes/Metrics/Anonymous edit quality
619,Team Liquid
620,User talk:J.delanoy/Archive 31
621,User:NakedTruth
622,Talk:Shotgun/Archive 1
623,Template talk:Infobox video game/Archive 10
624,User talk:82.148.74.237
625,User talk:120.63.29.84
626,Talk:Voice over IP/Archive 1
627,Evil Geniuses
628,User:Alphathon/List of best-selling video games
629,Dota 2
630,User talk:98.160.108.69
631,Wikipedia:WikiProject Spam/LinkReports/raxfor.com
632,Wikipedia:WikiProject Spam/XWiki/raxfor.com
633,User talk:Smokinggunssuck
634,User talk:98.112.14.197
635,Wikipedia:0.8/Index/C7
636,User talk:Fallingstones
637,User talk:186.124.156.145
638,User talk:119.160.164.50
639,Wikipedia:Redirects for discussion/Log/2011 January 26
640,User talk:92.244.77.25
641,User:Blake/SuggestBot
642,GoldSrc
643,User talk:Tblack93
644,Wikipedia:Recent additions/2011/March
645,Intel Extreme Masters
646,Talk:Intel Extreme Masters
647,User talk:Cabbage DUCKY
648,User talk:90.208.53.176
649,User talk:85.225.30.39
650,User talk:PeterMitlk
651,User talk:80.222.240.160
652,User:Alam567
653,User talk:91.90.66.96
654,Iikka Keränen
655,User:Rich Farmbrough/WP v0.8 full index/top
656,User:Byrappa
657,User talk:Winner 42/Archive 2
658,Chet Faliszek
659,User talk:CALLOFDUTYISMYLIFE
660,User talk:Leotattoo
661,Osama bin Laden's compound in Abbottabad
662,Wikipedia:Database reports/Indefinitely semi-protected articles/5
663,User talk:75.110.105.42
664,Portal (series)
665,Chrono Trigger: Crimson Echoes
666,User:Ualeader/Anime community(MY)
667,User talk:Nishanthviegas
668,Mission Against Terror
669,User talk:189.55.35.139
670,User talk:94.187.116.96
671,List of esports players
672,User talk:Skalegolubar
673,User talk:FlightTheResearcher
674,Mike Morasky
675,Kelly Bailey (composer)
676,User:West.andrew.g/Dead links/Archive 55
677,User talk:85.154.20.45
678,User talk:87.68.16.249
679,User talk:72.218.148.138
680,User talk:GhostyTrickster
681,Wikipedia:Village pump (policy)/Archive C
682,User talk:StasyAmons
683,Counter-Strike: Global Offensive
684,Hidden Path Entertainment
685,Counter-Strike: Neo
686,User:West.andrew.g/Dead links/Archive 103
687,Natus Vincere
688,User:Jw07334
689,Jeremy Doyle
690,Talk:Jeremy Doyle
691,User:Asgar/Books/valve
692,User talk:Robert1411lolol
693,User:West.andrew.g/Dead links/Archive 179
694,User:RMcD/WinGamesA-Z
695,User talk:Rms125a@hotmail.com/Archive 9
696,User:Purplebackpack89/Sandbox
697,User talk:86.45.254.14
698,SpringSpree
699,Jake Rodkin
700,User:Bodgey5
701,User talk:Boggy18
702,User talk:94.227.10.247
703,User talk:Snowolf/Archives/201112
704,User talk:Resolutionsmasher
705,Template:Did you know nominations/Jeremy Doyle
706,User:Ponco42/CyberGamer
707,User talk:AlaKrity
708,User talk:95.178.193.212
709,Wikipedia:Featured picture candidates/January-2012
710,Wikipedia:Recent additions/2012/January
711,Wikipedia:Featured picture candidates/Jeremy Doyle
712,F0rest
713,User:InFamousChinkster
714,User talk:95.154.60.40
715,User talk:86.99.255.194
716,User talk:Vanished user adhmfdfmykrdyr/Archive 5
717,Wikipedia:Reference desk/Archives/Computing/2012 January 12
718,User:Madmax108
719,Wikipedia:WikiProject Spam/LinkReports/crocko.com
720,User:Vinicius Neves 01
721,Wikipedia:Help desk/Archives/2012 January 20
722,User:Strike Eagle/Userboxes
723,User talk:Nivlak7
724,User talk:Graham87/Archive 20
725,User talk:78.61.46.7
726,User:West.andrew.g/Dead links/Archive 711
727,User:ThatAzoreanGuy
728,User talk:Rdusnr
729,Wikipedia:Userboxes/Games/Video games/Shooter
730,DayZ (mod)
731,User:Rlevse/VandalismLog
732,User talk:174.92.120.78
733,ESEA League
734,User talk:Sujan91satodia
735,User talk:71.241.148.210
736,File:Counter-Strike screenshot.png
737,User talk:TahhaButt
738,User talk:89.164.154.63
739,User talk:113.193.185.186
740,User talk:188.251.71.6
741,User:Srikanthkashyap
742,User:Stewbracken/sandbox
743,Plantronics Gamecom
744,User talk:83.43.230.164
745,User talk:Ogress/Archive 8
746,User:Shaolin Punk/sandbox
747,Sean Vanaman
748,Lan ETS
749,User talk:110.39.6.151
750,User:Johnsirett/sandbox
751,User:Berg jnl/sandbox
752,User:LEO33 - Sofokli
753,Source Filmmaker
754,District 187: Sin Streets
755,User:Mason Doering/CSCZ
756,User talk:217.136.84.163
757,User talk:78.185.34.239
758,User talk:Hawkeye7/Archive 2012
759,Wikipedia:WikiProject Video games/Recognized content
760,Wikipedia:WikiProject Video games/Esports/Articles
761,Wikipedia:WikiProject Video games/Esports/Articles/Esports games
762,User talk:203.123.45.248
763,User talk:78.31.43.110
764,User talk:Hydriz/Archive 4
765,User:Semi Silvester Slvecny
766,User talk:217.76.79.110
767,User talk:128.100.37.60
768,User talk:CG Gamers
769,Chris Remo
770,User:RoyBoy/sandbox
771,User talk:91.230.119.56
772,Wikipedia:Reference desk/Archives/Humanities/2013 April 20
773,User:Coin945/Good Game
774,User:Jg8088/Books/Games
775,User talk:94.75.156.193
776,User talk:Masem/Archive 11
777,User talk:Neebtoothy
778,User:Jg8088/Books/Video Games
779,Brad Muir
780,User talk:KhanTheDestroyer
781,MediaWiki talk:Spam-blacklist/log/2012
782,Talk:Defense of the Ancients/Archive 4
783,User:Tim.landscheidt/Sandbox/Articles containing red-linked files/3
784,User talk:202.136.40.186
785,User talk:95.13.49.199
786,Wikipedia:WikiProject Spam/LinkReports/forum.blonde-lovers.com
787,Wikipedia:WikiProject Spam/Local/forum.blonde-lovers.com
788,Mohammad Alavi (game developer)
789,User talk:Macspourlikeaboss
790,Violence and video games
791,User talk:NativeForeigner/Archive/Archive-2011
792,ESL (company)
793,List of video games developed in the Czech Republic
794,Team Curse
795,Steam Machine (computer)
796,SteamOS
797,Steam Controller
798,User talk:177.64.124.50
799,Ventus Gaming
800,List of esports games
801,User talk:Donkeykong98123
802,User talk:Doug Weller/Archive 30
803,User:Rmarmorstein
804,User talk:81.198.214.74
805,User talk:112.205.136.35
806,User talk:93.87.123.133
807,User:West.andrew.g/2013 popular pages
808,User talk:Arksenu123
809,User talk:195.181.206.49
810,User talk:195.181.206.43
811,User talk:195.181.206.52
812,Talk:Counter-Strike
813,User:J.A.R. Huygebaert
814,User talk:CoffeeAddictUK
815,User:Wavylips/Books/random
816,File:Counter-Strike Logo.png
817,User:Nicereddy/sandbox2
818,User:Nicereddy/sandbox2/right panel
819,Template:Counter-Strike series
820,Talk:Dota 2/Archive 2
821,User talk:Dsohial6
822,Wikipedia:Userboxes/Games/Video games/Franchises
823,User talk:122.173.238.80
824,MediaWiki talk:Spam-blacklist/log/Full list
825,U.S. Special Forces: Team Factor
826,User:Riverarvi
827,User:Sendator/sandbox
828,User talk:Historybuff1011
829,User talk:118.137.213.57
830,User talk:Redalert2fan/Archive 11
831,User talk:213.175.190.143
832,User talk:Mike357ho
833,User talk:216.232.0.140
834,User:Richard Ye/sandbox
835,List of Linux games
836,User talk:104.10.177.216
837,User talk:111.119.172.172
838,Titan (esports)
839,User talk:188.3.24.138
840,User talk:2601:9:5F80:91A:586D:6CB4:1998:C431
841,User talk:83.15.81.218
842,User:Iona Anders
843,User talk:97.92.45.32
844,Wikipedia:Articles for deletion/ADK Assault Rifle
845,Wikipedia:Articles for deletion/Log/2014 November 1
846,User talk:120.62.177.234
847,User talk:178.175.5.119
848,User talk:82.102.202.245
849,Wikipedia talk:WikiProject Video games/CVGurls
850,Robin Walker (game designer)
851,User:J-888
852,User:CrythorHD
853,User talk:Kupomogz
854,User talk:31.172.157.46
855,User talk:112.208.95.128
