,linkshere
0,2010s
1,Koopa Troopa
2,Shigeru Miyamoto
3,Super Mario Bros. 3
4,Super Mario World
5,Luigi
6,Mario
7,Yoshi
8,Bowser
9,Yoshi's Island
10,Killer application
11,Super Mario 64
12,Super Mario Land 2: 6 Golden Coins
13,Super Mario Bros. 2
14,Super Mario Bros.: The Lost Levels
15,Super Mario Sunshine
16,Super Mario Land
17,Koji Kondo
18,Wario Land: Super Mario Land 3
19,British Academy Games Awards
20,Wikipedia:WikiProject Video games
21,Sixth generation of video game consoles
22,Konpeitō
23,Talk:Yoshi
24,Nintendo Selects
25,Super Mario Advance 4: Super Mario Bros. 3
26,Super Mario 64 DS
27,Galaxy (disambiguation)
28,Characters in the Mario franchise
29,User talk:Deathawk
30,Donkey Kong Jungle Beat
31,List of messaging applications for Nintendo game consoles
32,Edge (magazine)
33,Lakitu
34,Nintendo Entertainment Analysis & Development
35,Charles Martinet
36,List of Nintendo products
37,Portal:Video games
38,NFL 2K1
39,New Super Mario Bros.
40,List of Game of the Year awards
41,List of Wii games
42,List of Consolevania episodes
43,Portal:Japan
44,Portal talk:Japan
45,User:Crumbworks
46,Super Princess Peach
47,GameRankings
48,Chain Chomp
49,GamesTM
50,Official Nintendo Magazine
51,Spike Video Game Awards
52,Wikipedia:WikiProject Video games/Nintendo
53,Super Mario Galaxy
54,Talk:Super Mario Galaxy
55,242 (number)
56,Super Mario
57,Takashi Tezuka
58,User:Unknown Dragon
59,MTV Video Music Brazil
60,Talk:Spike Video Game Awards
61,Yoshiaki Koizumi
62,Wii Menu
63,User talk:SCB '92
64,User:SCB '92
65,User talk:Nightwheel
66,Wikipedia:WikiProject Video games/Good content
67,Prima Games
68,Mii
69,User:Izzy259
70,User:Neo Samus
71,Wikipedia:WikiProject Video games/Reference library/GamesTM
72,Wikipedia:WikiProject Video games/Reference library/Official Nintendo Magazine
73,Metroid Prime: Trilogy
74,User talk:The Ultimate Koopa
75,List of cooperative video games
76,User talk:The Editor 155
77,Boo (character)
78,User:The Editor 155
79,User talk:MuZemike/Archive 2
80,Game On (exhibition)
81,List of space opera media
82,2010 in video games
83,Talk:List of best-selling video games/Archive 6
84,Wikipedia:WikiProject Video games/New article announcements/2009
85,User:AlexNewArtBot/AstroSearchResult/archive7
86,List of best-selling Wii video games
87,User talk:97.101.241.49
88,Wikipedia:WikiProject Japan/Recognized content
89,User:AlexNewArtBot/LosAngelesSearchResult/archive7
90,E3 2009
91,User talk:96.25.80.203
92,User:AlexNewArtBot/JapanSearchResult/archive18
93,Talk:TV Tropes
94,User:AlexNewArtBot/InterwikiSearchResult/archive5
95,User:AlexNewArtBot/SouthernCaliforniaSearchResult/archive28
96,Mario (franchise)
97,New Super Mario Bros. Wii
98,Super mario galaxy 2
99,Talk:Super Mario Galaxy 2
100,Mario Galaxy 2
101,Smg2
102,User talk:173.65.154.113
103,User:AlexNewArtBot/ReferencesSearchResult/archive29
104,User talk:Ksrahul zelda
105,Smg 2
106,Super Mario Galaxy sequel
107,Wikipedia:WikiProject Video games/New article announcements/June 2009
108,Wikipedia:Recent additions/2009/June
109,Wikipedia:WikiProject Video games/Peer review/Mario/Archive1
110,User talk:173.79.151.58
111,User:Gary/Topics
112,User talk:75.173.48.251
113,User talk:90.206.98.171
114,User:Eevmoney
115,User talk:Shadowmario64
116,User:J.nesta/Games Completed
117,Toad (Nintendo)
118,User talk:92.28.35.148
119,User talk:216.150.119.18
120,User talk:173.2.26.185
121,User talk:71.88.222.12
122,Wikipedia:Did you know/Statistics/Monthly DYK pageview leaders/2009
123,Arashi filmography
124,Wikipedia:Articles for deletion/Log/2010 January 8
125,Wikipedia:Articles for deletion/The Legend of Zelda (Wii) (4th nomination)
126,User talk:75.226.200.150
127,User talk:173.56.19.39
128,Galaxy 2
129,User talk:76.123.158.126
130,User talk:99.148.29.57
131,User talk:72.83.113.100
132,User talk:Ian24089
133,User:SkywardDavid/Books/My favorite things on Wikipedia
134,User:SkywardDavid/Books/My favorite thing on Wikipedia
135,User talk:92.11.149.127
136,User talk:89.216.221.34
137,User talk:173.26.73.157
138,User talk:Derek Uhiha
139,SMG2
140,User talk:Tommy920998768
141,User talk:97.86.226.15
142,2010s in video games
143,List of dragons in games
144,User talk:87.244.107.166
145,File:Super Mario Galaxy 2 Box Art.jpg
146,User talk:Pika963
147,User talk:83.249.142.83
148,User talk:206.213.191.76
149,Talk:Characters in the Mario franchise/Archive 1
150,Mario galaxy 2
151,User talk:98.101.145.45
152,Wikipedia talk:WikiProject Video games/Archive 81
153,User talk:Guythatshoots
154,User talk:72.145.163.46
155,User talk:220.253.21.99
156,User talk:Chewandswallow
157,User talk:Starshipmario2010
158,Wikipedia talk:Good article nominations/Archive 14
159,User talk:Harry Blue5
160,User talk:60.226.74.111
161,User talk:189.88.96.244
162,スーパーマリオギャラクシー2
163,Donkey Kong Country Returns
164,User:LuigiGamer64
165,User talk:207.38.128.209
166,User:Alxei200
167,User talk:74.240.248.6
168,User:Pedro thy master/Archive 3
169,List of WCG Ultimate Gamer episodes
170,User talk:208.96.121.65
171,User talk:174.23.120.32
172,User:Dorsal Axe/Sandbox
