,linkshere
0,Alternate history
1,Sid Meier's Alpha Centauri
2,Civilization (video game)
3,Freeciv
4,Otto von Bismarck
5,Peter Stuyvesant
6,QuickTime
7,Tipu Sultan
8,Catherine the Great
9,Xerxes I
10,Leonard Nimoy
11,John II of Portugal
12,Sid Meier
13,Sitting Bull
14,Mansa Musa
15,Janissary
16,Talk:Isometric projection
17,Civilization (1980 board game)
18,Hermitage Museum
19,Civilization II
20,Sid Meier's Colonization
21,Cao Cao
22,John Henry (folklore)
23,Zhuge Liang
24,Firaxis Games
25,Civilization III
26,List of TCP and UDP port numbers
27,Video game music
28,Take-Two Interactive
29,Brian Reynolds (game designer)
30,Dog Soldiers
31,List of Macintosh games
32,Mount Tai
33,Civilization III: Play the World
34,List of video game musicians
35,Technology tree
36,4X
37,Talk:Symphony No. 9 (Dvořák)
38,Talk:War elephant
39,Civilization: Call to Power
40,2005 in video games
41,Civilization III: Conquests
42,User:Solver
43,"Talk:Rule, Britannia!"
44,Talk:Video game programming
45,User:Chino
46,Template:Civilization (series)
47,User:Bob rulz
48,PC PowerPlay
49,Icons (TV series)
50,Civilization 4
51,Rosier (demon)
52,Jeff Briggs
53,Gamebryo
54,Talk:Civilization IV
55,C-evo
56,Sid Meier's Gettysburg!
57,Talk:Al Gore/Archive 6
58,Sid Meier's SimGolf
59,Civ 4
60,Call to Power II
61,Civilization II: Test of Time
62,Statue of Liberty in popular culture
63,Todar Mal
64,User talk:Khirad
65,Talk:Mansa Musa/Archive 1
66,Galactic Civilizations II: Dread Lords
67,Computer widow
68,File:CivIVboxshot.jpg
69,User:Neural
70,Civ4
71,Soren Johnson
72,Taejo of Goryeo
73,Avalon Hill's Advanced Civilization
74,List of Consolevania episodes
75,Wikipedia:Featured article candidates/Hatshepsut/archive1
76,User talk:Tinlinkin
77,Intel GMA
78,Shaker Loops
79,Civ IV
80,List of video game designers
81,The Song of the Volga Boatmen
82,Civilization iv
83,Civilisation IV
84,Civilisation 4
85,Sid Meier's Civilization IV
86,Talk:Sakura Sakura
87,User talk:Dvyost/Talk Archive 10/22/05 - 11/10/05
88,Video Games Live
89,List of World War II video games
90,Christopher Tin
91,Talk:Spiral Minaret
92,Harmonielehre
93,The Chairman Dances
94,User talk:GrundyCamellia/Archive 1
95,User talk:Bbatsell/Archive1
96,Tromba Lontana
97,User:Chupon/Games
98,Wikipedia:Reference desk/Archives/Miscellaneous/January 2006
99,List of Python software
100,Wikipedia:Requests for adminship/Yamla
101,Wikipedia:Articles for deletion/Log/2006 January 20
102,Wikipedia:Articles for deletion/Civilization IV/Civilizations and Leaders Chart
103,Civ iV
104,Sid Meier's Civilization 4
105,User:Maj Kusanagi
106,Sid Meier's Civilization iv
107,Advanced Civilization
108,Sid Meier's Antietam!
109,Baba Yetu
110,Wikipedia:Reference desk/Archives/Science/March 2006
111,Civilization IV: Warlords
112,User talk:81.178.154.33
113,User talk:Mareino/Archive 1
114,CivCity: Rome
115,Talk:Civilization IV: Warlords
116,Gilgamesh in the arts and popular culture
117,User:Green451
118,Game development tool
119,Mac gaming
120,User talk:Yamla/Archive 1
121,User:Nobleeagle/Userpage History/Experiment1
122,User:Nobleeagle/Userpage History/History1
123,User talk:Zoolooman
124,Wikipedia:Reference desk/Archives/Miscellaneous/May 2006
125,Sid Meier's Railroads!
126,User:Nucleusboy
127,Talk:George Washington/Archive 2
128,User talk:198.212.148.254
129,User:SigmaEpsilon/draft/Baba Yetu
130,Civ iv
131,User talk:Bob rulz/Archive 1
132,User:Ka5hmir
133,User:Green451/List of computer and video games that use Bink video
134,User:Kalel/Games
135,Incunabula (video game)
136,User:Gmaxwell/externalmania/en
137,List of games ported by Aspyr
138,User:Gmaxwell/extff/mp3
139,List of level editors
140,User talk:212.187.48.165
141,Wikipedia:Reference desk/Archives/Computing/2006 September 14
142,Talk:Rome: Total War/Archive 1
143,User:Tim Starling/Get Well Soon
144,Civilization (series)
145,List of artistic depictions of Mahatma Gandhi
146,Cultural depictions of Alexander the Great
147,Wikipedia:Articles for creation/2006-10-21
148,Cultural depictions of Abraham Lincoln
149,User:SpudBoy
150,Cultural depictions of George Washington
151,Civilization4
152,User:Kwarizmi
153,Cultural depictions of Augustus
154,Sid Meier's Pirates! (2004 video game)
155,User talk:87.102.28.2
156,Talk:Monty Python and the Holy Grail/reference list
157,American Suite
158,User:ChP94
159,User talk:NorCalHistory/Archive1/archive C-evo
160,User:JuWiki/IEUserpage
161,User:Lh'owon/Sandbox
162,User:Sciss0rz/Games
163,Wikipedia:WikiProject Spam/LinkSearch/metacritic.com
164,FreeCol
165,Civilization IV: Beyond the Sword
166,User:FerralMoonrender/This User and Games
167,Talk:Civilization IV: Beyond the Sword
168,List of Games for Windows titles
169,User:Xyzt1234
170,Talk:List of Games for Windows titles
171,User talk:Clyde Miller/Archive 4
172,Wikipedia:WikiProject Video games/Reference library/GamePro
173,Wikipedia:WikiProject Video games/Reference library/PC Gamer (US)
174,Soweto Gospel Choir
175,User:Ka5hmir/Games
176,Wikipedia:Reference desk/Archives/Computing/2007 June 2
177,User:Kotepho/reports/fair use per article/10 or less
178,Ling Lun
179,Civilization Revolution
180,User talk:HPJoker
181,Wikipedia:Featured article candidates/Archived nominations/August 2005
182,Talk:Tears to Tiara
183,Stanford Talisman
184,Pebekkamen
